10000,0.81299999999999994493293797859223559498787
20000,3.31199999999999983302245709637645632028580
30000,7.65599999999999969446662362315692007541656
40000,13.71899999999999941735495667671784758567810
50000,19.09400000000000119371179607696831226348877
60000,29.10900000000000176214598468504846096038818
70000,37.98400000000000176214598468504846096038818
80000,49.51599999999999823785401531495153903961182
90000,64.42199999999999704414221923798322677612305
100000,79.56199999999999761257640784606337547302246
110000,94.71899999999999408828443847596645355224609
120000,113.31300000000000238742359215393662452697750
130000,132.15600000000000591171556152403354644775390
140000,153.71899999999999408828443847596645355224610
150000,164.79699999999999704414221923798322677612300
160000,173.51499999999998635757947340607643127441410
170000,207.70400000000000773070496506989002227783200
180000,232.59299999999998931343725416809320449829100
190000,259.68799999999998817656887695193290710449220
200000,277.67200000000002546585164964199066162109380
210000,316.88999999999998635757947340607643127441410
220000,359.59399999999999408828443847596645355224610
230000,382.34399999999999408828443847596645355224610
240000,410.67200000000002546585164964199066162109380
250000,438.45299999999997453414835035800933837890620
260000,487.75000000000000000000000000000000000000000
270000,520.11000000000001364242052659392356872558590
280000,549.09299999999996089172782376408576965332030
290000,571.57899999999995088728610426187515258789060
300000,611.54700000000002546585164964199066162109380
310000,665.28099999999994906829670071601867675781250
320000,706.59500000000002728484105318784713745117190
330000,832.06200000000001182343112304806709289550780
340000,883.84299999999996089172782376408576965332030
350000,935.61000000000001364242052659392356872558590
360000,861.82799999999997453414835035800933837890620
370000,815.68700000000001182343112304806709289550780
380000,861.35900000000003728928277269005775451660160
390000,906.62500000000000000000000000000000000000000
400000,952.43799999999998817656887695193290710449220
410000,1000.85900000000003728928277269005775451660200
420000,1053.57799999999997453414835035800933837890600
430000,1101.17200000000002546585164964199066162109400
440000,1159.12500000000000000000000000000000000000000
450000,1207.01600000000007639755494892597198486328100
460000,1261.14000000000010004441719502210617065429700
470000,1316.46900000000005093170329928398132324218800
480000,1373.18800000000010186340659856796264648437500
490000,1431.09300000000007457856554538011550903320300
500000,1489.68800000000010186340659856796264648437500
